sig_i,entry_i,exit_i,dir,R,conviction,reason,dist,risk_pct
227121,227122,227140,-1,1.990102520297197,0.5,target,62.642209796542375,0.002
227162,227163,227170,-1,-1.0188995697137269,0.5,stop,72.48842279223754,0.002
227207,227208,227221,-1,-1.0532383432810117,0.5,stop,25.733332699115635,0.002
228219,228220,228222,-1,-1.041337176265059,0.5,stop,33.14207993345735,0.002
228652,228653,228658,-1,-1.0636703105436576,0.5,stop,21.517093105123422,0.002
228846,228847,228905,-1,-1.0160888820345413,0.75,stop,85.15196997894236,0.002
229478,229479,229502,-1,1.9910684604931603,1.0,target,69.41692409524876,0.002
229897,229898,229905,1,1.976025051908708,0.5,target,25.860327106409386,0.002
230753,230754,230755,-1,-1.0214048103962459,0.5,stop,64.00430438946023,0.002
231035,231036,231040,-1,1.9794818194996817,0.75,target,30.2171042890659,0.002
231245,231246,231246,1,-1.0311894628964904,1.0,stop,43.92509112922744,0.002
231585,231586,231592,1,1.9881663219688979,0.5,target,52.392840025770056,0.002
232070,232071,232073,1,-1.0220394106242254,0.5,stop,62.16137188778157,0.002
232294,232295,232391,-1,0.1484794097486028,0.5,time,129.78230471570532,0.002
232347,232348,232357,-1,1.9794973411095833,0.75,target,30.23998025396577,0.002
233010,233011,233014,-1,1.9907875784047804,0.5,target,67.30043708830271,0.002
233150,233151,233175,-1,-1.024081025144051,0.75,stop,56.89126570836379,0.002
233249,233250,233273,1,-1.0281830335704953,0.75,stop,48.61080680236773,0.002
233420,233421,233423,-1,1.9665510926245526,0.75,target,18.53573251409398,0.002
233449,233450,233450,-1,-1.1037405512867833,0.75,stop,13.206021975078329,0.002
233455,233456,233541,1,-1.015937616807448,1.25,stop,85.96015430360785,0.002
233552,233553,233649,-1,-0.038583045772282956,0.5,time,82.41962075176343,0.002
233720,233721,233721,1,-1.0230009384290584,1.25,stop,59.56278715433655,0.002
235144,235145,235179,-1,1.985489221293528,1.0,target,42.72685929139516,0.002
235518,235519,235591,-1,-1.0193604306861426,1.0,stop,70.76288860560271,0.002
235582,235583,235585,-1,1.9774123877559329,0.5,target,27.4486737819243,0.002
236275,236276,236289,-1,-1.0923606046925576,0.5,stop,14.83316403741992,0.002
236618,236619,236623,-1,1.9775279582438794,0.5,target,27.589838374660758,0.002
236650,236651,236656,-1,1.9829066569533078,0.5,target,36.2714302466411,0.002
236711,236712,236737,1,1.975825034083001,0.75,target,25.646365009517467,0.002
